Date,Time,Action
2026-02-15,00:46:59,Cam 1_OUT
2026-02-15,00:46:59,Cam 2_IN
2026-02-15,00:46:59,Cam 1_OUT
2026-02-15,00:47:00,Cam 2_IN
2026-02-15,00:47:00,Cam 1_OUT
2026-02-15,00:47:00,Cam 2_IN
2026-02-15,00:47:00,Cam 1_OUT
2026-02-15,00:47:00,Cam 2_IN
2026-02-15,00:47:00,Cam 1_OUT
2026-02-15,00:47:00,Cam 2_IN
2026-02-15,00:47:01,Cam 1_OUT
2026-02-15,00:47:01,Cam 2_IN
2026-02-15,00:47:01,Cam 1_OUT
2026-02-15,00:47:01,Cam 2_IN
2026-02-15,00:47:01,Cam 1_OUT
2026-02-15,00:47:01,Cam 2_IN
2026-02-15,00:47:01,Cam 1_OUT
2026-02-15,00:47:01,Cam 2_IN
2026-02-15,00:47:02,Cam 1_OUT
2026-02-15,00:47:02,Cam 2_IN
2026-02-15,00:47:02,Cam 2_IN
2026-02-15,00:47:03,Cam 1_OUT
2026-02-15,00:47:03,Cam 2_IN
2026-02-15,00:47:03,Cam 1_OUT
2026-02-15,00:47:03,Cam 2_IN
2026-02-15,00:47:03,Cam 1_OUT
2026-02-15,00:47:03,Cam 2_IN
2026-02-15,00:47:04,Cam 1_OUT
2026-02-15,00:47:04,Cam 2_IN
2026-02-15,00:47:04,Cam 1_OUT
2026-02-15,00:47:04,Cam 2_IN
2026-02-15,00:47:04,Cam 1_OUT
2026-02-15,00:47:05,Cam 2_IN
2026-02-15,00:47:05,Cam 1_OUT
2026-02-15,00:47:05,Cam 2_IN
2026-02-15,00:47:05,Cam 1_OUT
2026-02-15,00:47:05,Cam 2_IN
2026-02-15,00:47:05,Cam 1_OUT
2026-02-15,00:47:06,Cam 2_IN
2026-02-15,00:47:06,Cam 1_OUT
2026-02-15,00:47:06,Cam 2_IN
2026-02-15,00:47:06,Cam 1_OUT
2026-02-15,00:47:06,Cam 2_IN
2026-02-15,00:47:06,Cam 1_OUT
2026-02-15,00:47:06,Cam 2_IN
2026-02-15,00:47:06,Cam 1_OUT
2026-02-15,00:47:06,Cam 2_IN
2026-02-15,00:47:06,Cam 1_OUT
2026-02-15,00:47:07,Cam 2_IN
2026-02-15,00:47:07,Cam 1_OUT
2026-02-15,00:47:07,Cam 2_IN
2026-02-15,00:47:07,Cam 1_OUT
2026-02-15,00:47:07,Cam 2_IN
2026-02-15,00:47:07,Cam 1_OUT
2026-02-15,00:47:08,Cam 2_IN
2026-02-15,00:47:11,Cam 1_OUT
2026-02-15,00:47:11,Cam 2_IN
2026-02-15,00:47:11,Cam 1_OUT
2026-02-15,00:47:11,Cam 2_IN
2026-02-15,00:47:11,Cam 1_OUT
2026-02-15,00:47:11,Cam 2_IN
2026-02-15,00:47:11,Cam 1_OUT
2026-02-15,00:47:11,Cam 2_IN
2026-02-15,00:47:11,Cam 1_OUT
2026-02-15,00:47:11,Cam 2_IN
2026-02-15,00:47:12,Cam 1_OUT
2026-02-15,00:47:12,Cam 2_IN
2026-02-15,00:47:12,Cam 1_OUT
2026-02-15,00:47:12,Cam 2_IN
2026-02-15,00:47:12,Cam 1_OUT
2026-02-15,00:47:12,Cam 2_IN
2026-02-15,00:47:13,Cam 2_IN
2026-02-15,00:47:13,Cam 1_OUT
2026-02-15,00:47:13,Cam 2_IN
2026-02-15,00:47:13,Cam 1_OUT
2026-02-15,00:47:13,Cam 2_IN
2026-02-15,00:47:14,Cam 2_IN
2026-02-15,01:06:11,Cam 1_OUT
2026-02-15,01:06:13,Cam 1_OUT
2026-02-15,01:06:13,Cam 1_OUT
2026-02-15,01:06:14,Cam 1_OUT
2026-02-15,01:06:14,Cam 2_IN
2026-02-15,01:06:16,Cam 1_OUT
2026-02-15,01:06:18,Cam 1_OUT
2026-02-15,01:06:18,Cam 2_IN
2026-02-15,01:06:18,Cam 1_OUT
2026-02-15,01:06:18,Cam 2_IN
2026-02-15,01:06:19,Cam 1_OUT
2026-02-15,01:06:19,Cam 2_IN
2026-02-15,01:06:21,Cam 1_OUT
2026-02-15,01:06:22,Cam 1_OUT
2026-02-15,01:06:22,Cam 2_IN
2026-02-15,01:06:22,Cam 1_OUT
2026-02-15,01:06:22,Cam 2_IN
2026-02-15,01:06:24,Cam 1_OUT
2026-02-15,01:06:24,Cam 1_OUT
2026-02-15,01:06:25,Cam 1_OUT
2026-02-15,01:06:26,Cam 1_OUT
2026-02-15,01:06:26,Cam 1_OUT
2026-02-15,01:06:26,Cam 1_OUT
2026-02-15,01:27:37,Cam 1_OUT
2026-02-15,01:27:37,Cam 1_IN
